code_module,code_presentation,id_student,id_site,date,sum_click
AAA,2013J,2598871,546654,8,8
AAA,2013J,2598871,547067,8,1
AAA,2013J,2598871,546876,8,2
AAA,2013J,2598871,546879,8,1
AAA,2013J,2586560,546731,8,7
AAA,2013J,2586560,546876,8,1
AAA,2013J,2586560,546732,8,14
AAA,2013J,2586560,546883,8,1
AAA,2013J,2586560,546614,8,2
AAA,2013J,2578995,546614,8,7
AAA,2013J,2578995,546657,8,1
AAA,2013J,2578995,546645,8,1
AAA,2013J,2578995,546900,8,2
AAA,2013J,2578995,546669,8,4
AAA,2013J,2578995,546879,8,4
AAA,2013J,2578995,546650,8,1
AAA,2013J,2578995,546645,8,1
AAA,2013J,2578995,546654,8,1
AAA,2013J,2578995,546657,8,2
AAA,2013J,2557283,546645,8,7
AAA,2013J,2557283,546614,8,3
AAA,2013J,2557283,546657,8,4
AAA,2013J,2559575,546731,8,5
AAA,2013J,2557283,546645,8,4
AAA,2013J,2559575,546614,8,4
AAA,2013J,2557283,546657,8,1
AAA,2013J,2559575,546732,8,1
AAA,2013J,2555340,546732,8,5
AAA,2013J,2555340,546657,8,7
AAA,2013J,2555340,546657,8,7
AAA,2013J,2555340,546876,8,2
AAA,2013J,2555340,546883,8,2
AAA,2013J,2555340,546614,8,9
AAA,2013J,2574583,546614,8,3
AAA,2013J,2574583,546662,8,1
AAA,2013J,2574528,546948,8,1
AAA,2013J,2574528,547009,8,1
AAA,2013J,2574528,546681,8,2
AAA,2013J,2574528,546871,8,1
AAA,2013J,2574583,546732,8,18
AAA,2013J,2574528,546662,8,20
AAA,2013J,2574583,546876,8,2
AAA,2013J,2574583,546883,8,1
AAA,2013J,2574528,546614,8,4
AAA,2013J,760729,546657,8,6
AAA,2013J,760729,546657,8,6
AAA,2013J,749412,546645,8,1
AAA,2013J,760729,546614,8,2
AAA,2013J,749412,546657,8,1
AAA,2013J,978739,546652,8,9
AAA,2013J,978739,546911,8,1
AAA,2013J,968578,546652,8,1
AAA,2013J,978739,546916,8,1
AAA,2013J,968578,546654,8,2
AAA,2013J,978739,546652,8,2
AAA,2013J,969076,546732,8,19
AAA,2013J,969076,546657,8,1
AAA,2013J,978739,546657,8,2
AAA,2013J,969076,546731,8,3
AAA,2013J,978739,546911,8,6
AAA,2013J,969076,546614,8,6
AAA,2013J,978739,546614,8,6
AAA,2013J,969076,546681,8,1
AAA,2013J,969076,546657,8,1
AAA,2013J,968578,546654,8,2
AAA,2013J,978739,546657,8,26
AAA,2013J,968578,546614,8,1
AAA,2013J,971027,546614,8,2
AAA,2013J,969076,546659,8,2
AAA,2013J,971027,546731,8,17
AAA,2013J,978739,546659,8,12
AAA,2013J,978739,546659,8,2
AAA,2013J,978739,546916,8,1
AAA,2013J,978739,546911,8,1
AAA,2013J,978739,546916,8,1
AAA,2013J,949618,546659,8,1
AAA,2013J,949618,546645,8,4
AAA,2013J,949618,546735,8,1
AAA,2013J,949618,546659,8,3
AAA,2013J,949618,546725,8,2
AAA,2013J,949618,546654,8,3
AAA,2013J,949618,546652,8,2
AAA,2013J,949618,546614,8,8
AAA,2013J,949618,546654,8,4
AAA,2013J,949618,546657,8,3
AAA,2013J,949618,546645,8,2
AAA,2013J,949618,546657,8,1
AAA,2013J,721259,546654,8,2
AAA,2013J,721259,546657,8,1
AAA,2013J,721259,546645,8,2
AAA,2013J,721259,546659,8,1
AAA,2013J,749412,546614,8,3
AAA,2013J,721259,546659,8,2
AAA,2013J,704156,546654,8,2
AAA,2013J,721259,546614,8,1
AAA,2013J,704156,546654,8,6
AAA,2013J,749412,546645,8,3
AAA,2013J,749412,546657,8,3
AAA,2013J,721259,546654,8,1
AAA,2013J,704156,546614,8,1
AAA,2013J,905042,546900,8,1
AAA,2013J,905042,546654,8,6
AAA,2013J,905042,546657,8,5
AAA,2013J,905042,546876,8,2
AAA,2013J,905042,546879,8,1
AAA,2013J,905042,546883,8,2
AAA,2013J,905042,546948,8,1
AAA,2013J,905042,546871,8,1
AAA,2013J,905042,546732,8,6
AAA,2013J,905042,546681,8,2
AAA,2013J,905042,546719,8,3
AAA,2013J,905042,546688,8,1
AAA,2013J,905042,546657,8,4
AAA,2013J,905042,546614,8,14
AAA,2013J,905042,546654,8,8
AAA,2013J,1686521,546614,8,2
AAA,2013J,1686521,546669,8,2
AAA,2013J,1686521,546879,8,1
AAA,2013J,1765788,546614,8,12
AAA,2013J,1765788,546654,8,2
AAA,2013J,1765788,546652,8,2
AAA,2013J,1765788,546657,8,9
AAA,2013J,1765788,546645,8,9
AAA,2013J,1746134,546667,8,4
AAA,2013J,1746134,546879,8,3
AAA,2013J,1746134,546614,8,7
AAA,2013J,1746134,546657,8,3
AAA,2013J,1746134,546871,8,3
AAA,2013J,1746134,546874,8,1
AAA,2013J,1746134,546645,8,4
AAA,2013J,1746134,546876,8,3
AAA,2013J,1746134,546657,8,2
AAA,2013J,1746134,546645,8,1
AAA,2013J,1746134,546719,8,2
AAA,2013J,1765788,546972,8,1
AAA,2013J,1765788,546652,8,1
AAA,2013J,1765788,546657,8,7
AAA,2013J,1765788,546876,8,2
AAA,2013J,1765788,546645,8,5
AAA,2013J,1758449,546614,8,10
AAA,2013J,1758449,546667,8,3
AAA,2013J,1758449,546654,8,1
AAA,2013J,1758449,546879,8,1
AAA,2013J,1758449,546681,8,1
AAA,2013J,1758449,546659,8,7
AAA,2013J,1758449,547067,8,1
AAA,2013J,1758449,546657,8,7
AAA,2013J,1758449,546645,8,3
AAA,2013J,1758449,546657,8,5
AAA,2013J,1758449,546659,8,9
AAA,2013J,1758449,546645,8,5
AAA,2013J,1758449,546654,8,1
AAA,2013J,1970390,546879,8,1
AAA,2013J,1970390,546667,8,3
AAA,2013J,1970390,546732,8,4
AAA,2013J,1970390,546883,8,4
AAA,2013J,1970390,546645,8,3
AAA,2013J,1970390,546614,8,12
AAA,2013J,1970390,546657,8,5
AAA,2013J,1970390,546657,8,7
AAA,2013J,1970390,546876,8,4
AAA,2013J,1970390,546645,8,4
AAA,2013J,1801229,546876,8,1
AAA,2013J,1801229,546614,8,6
AAA,2013J,1801229,546681,8,7
AAA,2013J,1801229,546719,8,9
AAA,2013J,1801229,546657,8,2
AAA,2013J,1801229,546659,8,1
AAA,2013J,1801641,546732,8,16
AAA,2013J,1801641,546871,8,9
AAA,2013J,1801641,546883,8,4
AAA,2013J,1801641,546876,8,5
AAA,2013J,1801641,546879,8,3
AAA,2013J,1801229,546657,8,4
AAA,2013J,1801641,546954,8,2
AAA,2013J,1801641,546952,8,1
AAA,2013J,1801641,546948,8,2
AAA,2013J,1801641,546681,8,3
AAA,2013J,1801229,546659,8,5
AAA,2013J,1801641,546719,8,3
AAA,2013J,1801229,546903,8,1
AAA,2013J,1801641,546667,8,2
AAA,2013J,1801641,546614,8,5
AAA,2013J,1801641,546731,8,9
AAA,2013J,1889511,546719,8,3
AAA,2013J,1889511,546657,8,1
AAA,2013J,1889511,546657,8,1
AAA,2013J,1889511,546645,8,2
AAA,2013J,1889511,546645,8,3
AAA,2013J,1889511,546667,8,5
AAA,2013J,1889511,546614,8,4
AAA,2013J,1889511,546879,8,1
AAA,2013J,1889511,546681,8,5
AAA,2013J,1847830,546657,8,4
AAA,2013J,1847830,547067,8,1
AAA,2013J,1847830,546659,8,2
AAA,2013J,1847830,546652,8,3
AAA,2013J,1847830,546645,8,4
AAA,2013J,1847830,546614,8,12
AAA,2013J,1847830,546657,8,2
AAA,2013J,1847830,546654,8,2
AAA,2013J,1847830,546659,8,3
AAA,2013J,1847830,546650,8,3
AAA,2013J,1847830,546667,8,4
AAA,2013J,1847830,546879,8,1
AAA,2013J,1847830,546652,8,5
AAA,2013J,1847830,546645,8,6
AAA,2013J,1847830,546654,8,1
AAA,2013J,1847830,546650,8,1
AAA,2013J,1970390,546883,9,3
AAA,2013J,1970390,546657,9,19
AAA,2013J,1970390,546657,9,14
AAA,2013J,1970390,546659,9,1
AAA,2013J,1970390,546614,9,28
AAA,2013J,1970390,546645,9,1
AAA,2013J,1970390,546731,9,7
AAA,2013J,1970390,546652,9,1
AAA,2013J,1970390,546871,9,1
AAA,2013J,1970390,546719,9,9
AAA,2013J,1970390,546645,9,6
AAA,2013J,1970390,546732,9,8
AAA,2013J,1970390,546876,9,2
AAA,2013J,1970390,546659,9,2
AAA,2013J,1970390,546645,9,9
AAA,2013J,1970390,546652,9,2
AAA,2013J,1686521,546645,9,2
AAA,2013J,1686521,546732,9,9
AAA,2013J,1686521,546876,9,4
AAA,2013J,1686521,546669,9,5
AAA,2013J,1686521,546657,9,1
AAA,2013J,1686521,546879,9,1
AAA,2013J,1686521,546645,9,4
AAA,2013J,1686521,546894,9,3
AAA,2013J,1686521,546614,9,11
AAA,2013J,1686521,546657,9,1
AAA,2013J,1686521,546883,9,3
AAA,2013J,1729319,546614,9,4
AAA,2013J,1729319,546719,9,6
AAA,2013J,1729319,546883,9,2
AAA,2013J,1729319,546876,9,1
AAA,2013J,1758449,546657,9,2
AAA,2013J,1758449,546652,9,1
AAA,2013J,1758449,546876,9,3
AAA,2013J,1758449,546681,9,4
AAA,2013J,1758449,546889,9,1
AAA,2013J,1758449,546719,9,3
AAA,2013J,1758449,546732,9,2
AAA,2013J,1758449,546645,9,7
AAA,2013J,1758449,546883,9,3
AAA,2013J,1758449,546657,9,3
AAA,2013J,1758449,546948,9,1
AAA,2013J,1758449,546954,9,1
AAA,2013J,1758449,546645,9,5
AAA,2013J,1758449,546652,9,1
AAA,2013J,1758449,546871,9,1
AAA,2013J,1758449,546614,9,6
AAA,2013J,1765788,546657,9,5
AAA,2013J,1765788,546654,9,1
AAA,2013J,1765788,546645,9,5
AAA,2013J,1765788,546614,9,4
AAA,2013J,1765788,546657,9,8
AAA,2013J,1765788,546645,9,5
AAA,2013J,1746134,546876,9,1
AAA,2013J,1746134,546614,9,3
AAA,2013J,1746134,546659,9,1
AAA,2013J,1746134,546732,9,19
AAA,2013J,1894188,546738,9,8
AAA,2013J,1894188,546733,9,9
AAA,2013J,1894188,546614,9,3
AAA,2013J,1894188,546723,9,7
AAA,2013J,1801641,546879,9,2
AAA,2013J,1801641,546667,9,6
AAA,2013J,1801641,546614,9,1
AAA,2013J,1801641,546688,9,5
AAA,2013J,1801229,546732,9,1
AAA,2013J,1801229,546614,9,1
AAA,2013J,1938355,546883,9,1
AAA,2013J,1938355,546731,9,4
AAA,2013J,1938355,546732,9,7
AAA,2013J,1938355,546879,9,2
AAA,2013J,1938355,546657,9,2
AAA,2013J,1938355,546900,9,1
AAA,2013J,1938355,546876,9,1
AAA,2013J,1938355,546614,9,8
AAA,2013J,1938355,546657,9,2
AAA,2013J,2229865,546740,9,4
AAA,2013J,2229865,546873,9,1
AAA,2013J,2229865,546876,9,1
AAA,2013J,2229865,546681,9,1
AAA,2013J,2229865,546883,9,1
AAA,2013J,2229865,546732,9,1
AAA,2013J,2229865,546614,9,4
AAA,2013J,2329342,546614,9,3
AAA,2013J,2329342,546876,9,1
AAA,2013J,2329342,547009,9,1
AAA,2013J,2329342,546662,9,1
AAA,2013J,2329342,546659,9,2
AAA,2013J,2329342,546719,9,4
AAA,2013J,2329342,546659,9,2
AAA,2013J,2329342,547067,9,1
AAA,2013J,2329342,546652,9,3
AAA,2013J,2329342,546652,9,2
AAA,2013J,2364471,546883,9,2
AAA,2013J,2364471,546876,9,1
AAA,2013J,2364471,546645,9,1
AAA,2013J,2364471,546732,9,6
AAA,2013J,2364471,546657,9,3
AAA,2013J,2364471,546681,9,3
AAA,2013J,2364471,546879,9,1
AAA,2013J,2364471,546657,9,4
AAA,2013J,2364471,546645,9,2
AAA,2013J,2364471,546652,9,1
AAA,2013J,2364471,546614,9,3
AAA,2013J,2364471,546667,9,7
AAA,2013J,2364471,546650,9,1
AAA,2013J,2369266,546659,9,4
AAA,2013J,2369266,546645,9,8
AAA,2013J,2369266,546657,9,23
AAA,2013J,2369266,546654,9,6
AAA,2013J,2369266,546652,9,13
AAA,2013J,2369266,546654,9,4
AAA,2013J,2369266,546883,9,4
AAA,2013J,2369266,546652,9,16
AAA,2013J,2369266,546876,9,8
AAA,2013J,2369266,546650,9,5
AAA,2013J,2369266,546645,9,7
AAA,2013J,2369266,546731,9,5
AAA,2013J,2369266,546732,9,11
AAA,2013J,2369266,546614,9,5
AAA,2013J,2369266,546657,9,19
AAA,2013J,2369266,546659,9,6
AAA,2013J,2369266,546650,9,3
AAA,2013J,2358969,546681,9,3
AAA,2013J,2358969,546871,9,1
AAA,2013J,2358969,547067,9,1
AAA,2013J,2358969,546659,9,3
AAA,2013J,2358969,546657,9,1
AAA,2013J,2358969,546659,9,2
AAA,2013J,2358969,546614,9,7
AAA,2013J,2358969,546657,9,1
AAA,2013J,2358969,546876,9,2
AAA,2013J,2358969,546983,9,1
AAA,2013J,2342426,546684,9,1
AAA,2013J,2342426,546883,9,1
AAA,2013J,2342426,546614,9,4
AAA,2013J,2342426,546876,9,1
AAA,2013J,2255601,546662,9,11
AAA,2013J,2255601,546871,9,2
AAA,2013J,2255601,546614,9,1
AAA,2013J,2182846,546657,9,8
AAA,2013J,2182846,546654,9,2
AAA,2013J,2194100,546883,9,1
AAA,2013J,2194100,546876,9,1
AAA,2013J,2194100,546879,9,1
AAA,2013J,2194100,546654,9,1
AAA,2013J,2194100,546614,9,3
AAA,2013J,2182846,546731,9,4
AAA,2013J,2182846,546614,9,12
AAA,2013J,2182846,546662,9,1
AAA,2013J,2182846,546723,9,9
AAA,2013J,2182846,546645,9,6
AAA,2013J,2182846,546654,9,4
AAA,2013J,2182846,546719,9,5
AAA,2013J,2182846,546645,9,8
AAA,2013J,2182846,546879,9,1
AAA,2013J,2182846,546657,9,10
AAA,2013J,2182846,546654,9,1
AAA,2013J,2197016,546657,9,1
AAA,2013J,2197016,546900,9,1
AAA,2013J,2197016,546879,9,2
AAA,2013J,2197016,546883,9,1
AAA,2013J,2197016,546667,9,3
AAA,2013J,2197016,546719,9,4
AAA,2013J,2197016,546657,9,1
AAA,2013J,2197016,546614,9,11
AAA,2013J,2197016,546731,9,4
AAA,2013J,2197016,546681,9,6
AAA,2013J,2197016,546732,9,32
AAA,2013J,2197016,546876,9,1
AAA,2013J,2011876,546654,9,5
AAA,2013J,2012966,546731,9,5
AAA,2013J,2012966,546614,9,5
AAA,2013J,2011876,546614,9,2
AAA,2013J,2012966,546879,9,1
AAA,2013J,2012966,546667,9,2
AAA,2013J,2011876,546654,9,5
AAA,2013J,2011876,546732,9,2
AAA,2013J,2012966,546719,9,1
AAA,2013J,2122180,546732,9,6
AAA,2013J,2122180,546719,9,2
AAA,2013J,2122180,546614,9,2
AAA,2013J,2146792,546732,9,5
AAA,2013J,2146792,546614,9,1
AAA,2013J,2080474,546883,9,1
AAA,2013J,2080474,546876,9,2
AAA,2013J,2080474,546669,9,6
AAA,2013J,2080474,546879,9,1
AAA,2013J,2080474,546732,9,8
AAA,2013J,2080474,546614,9,3
AAA,2013J,2080474,546667,9,5
AAA,2013J,2084066,546659,9,4
AAA,2013J,2084066,546879,9,2
AAA,2013J,2084066,546700,9,1
AAA,2013J,2084066,546883,9,3
AAA,2013J,2084066,546719,9,11
AAA,2013J,2084066,546614,9,9
AAA,2013J,2084066,546876,9,5
AAA,2013J,2084066,546871,9,3
AAA,2013J,2084066,546894,9,2
AAA,2013J,2084066,547067,9,2
AAA,2013J,2084066,546659,9,4
AAA,2013J,2073016,546883,9,3
AAA,2013J,2073016,546732,9,5
AAA,2013J,2073016,546876,9,3
AAA,2013J,2073016,546614,9,2
AAA,2013J,2062879,546614,9,3
AAA,2013J,2062879,546654,9,1
AAA,2013J,2062879,546654,9,2
AAA,2013J,2062879,546645,9,1
AAA,2013J,1488959,546654,9,5
AAA,2013J,1488959,546657,9,2
AAA,2013J,1488959,546654,9,7
AAA,2013J,1488959,546657,9,1
AAA,2013J,1488959,546614,9,1
AAA,2013J,1456619,546614,9,4
AAA,2013J,1352868,546871,9,1
AAA,2013J,1352868,546652,9,1
AAA,2013J,1352868,546732,9,2
AAA,2013J,1352868,546876,9,1
AAA,2013J,1352868,546681,9,10
AAA,2013J,1352868,546645,9,2
AAA,2013J,1352868,546719,9,14
AAA,2013J,1352868,546654,9,1
AAA,2013J,1352868,546659,9,1
AAA,2013J,1352868,546614,9,8
AAA,2013J,1352868,546652,9,2
AAA,2013J,1352868,546883,9,1
AAA,2013J,1352868,546645,9,2
AAA,2013J,1518989,546652,9,2
AAA,2013J,1518989,546657,9,7
AAA,2013J,1518989,546645,9,5
AAA,2013J,1518989,546645,9,7
AAA,2013J,1518989,546659,9,3
AAA,2013J,1518989,546652,9,1
AAA,2013J,1518989,546650,9,3
AAA,2013J,1518989,546654,9,2
AAA,2013J,1518989,546650,9,1
AAA,2013J,1518989,546654,9,4
AAA,2013J,1518989,546614,9,6
AAA,2013J,1518989,546657,9,9
AAA,2013J,1518989,546659,9,4
AAA,2013J,1035023,546654,9,1
AAA,2013J,1035023,546654,9,3
AAA,2013J,1035023,546614,9,2
AAA,2013J,1035023,546731,9,1
AAA,2013J,1105478,546667,9,12
AAA,2013J,1105478,546645,9,5
AAA,2013J,1105478,546879,9,6
AAA,2013J,1105478,546614,9,3
AAA,2013J,1105478,546645,9,3
AAA,2013J,1105478,546669,9,24
AAA,2013J,1640609,546645,9,3
AAA,2013J,1640609,546652,9,2
AAA,2013J,1640609,546659,9,1
AAA,2013J,1640609,546883,9,4
AAA,2013J,1640609,546650,9,2
AAA,2013J,1640609,546876,9,6
AAA,2013J,1640609,546657,9,4
AAA,2013J,1640609,546684,9,9
AAA,2013J,1640609,546657,9,9
AAA,2013J,1640609,546659,9,2
AAA,2013J,1640609,546614,9,10
AAA,2013J,1640609,546645,9,7
AAA,2013J,1626710,546645,9,7
AAA,2013J,1626710,546614,9,5
AAA,2013J,1626710,546650,9,1
AAA,2013J,1626710,546650,9,4
AAA,2013J,1626710,546654,9,1
AAA,2013J,1626710,546652,9,2
AAA,2013J,1626710,546650,9,1
AAA,2013J,1626710,546657,9,4
AAA,2013J,1626710,546657,9,3
AAA,2013J,1626710,546731,9,7
AAA,2013J,1626710,546654,9,1
AAA,2013J,1626710,546645,9,5
AAA,2013J,1626710,546654,9,1
AAA,2013J,1626710,546652,9,2
AAA,2013J,1626710,546883,9,1
AAA,2013J,1626710,546876,9,1
AAA,2013J,1626710,546650,9,1
AAA,2013J,905042,546614,9,1
AAA,2013J,905042,546645,9,2
AAA,2013J,949618,546650,9,1
AAA,2013J,949618,546657,9,1
AAA,2013J,949618,546650,9,2
AAA,2013J,949618,546657,9,3
AAA,2013J,949618,546614,9,3
AAA,2013J,949618,546652,9,2
AAA,2013J,760729,546614,9,1
AAA,2013J,760729,546876,9,1
AAA,2013J,749412,546657,9,6
AAA,2013J,749412,546645,9,2
AAA,2013J,760729,546883,9,1
AAA,2013J,971027,546662,9,2
AAA,2013J,971027,546732,9,12
AAA,2013J,971027,546876,9,6
AAA,2013J,969076,546657,9,5
AAA,2013J,971027,546871,9,2
AAA,2013J,969076,546879,9,2
AAA,2013J,971027,546883,9,3
AAA,2013J,969076,546731,9,17
AAA,2013J,971027,546614,9,7
AAA,2013J,969076,546652,9,2
AAA,2013J,971027,546731,9,1
AAA,2013J,969076,546645,9,3
AAA,2013J,969076,546659,9,1
AAA,2013J,971027,546879,9,1
AAA,2013J,969076,546614,9,9
AAA,2013J,969076,546645,9,3
AAA,2013J,969076,546659,9,1
AAA,2013J,969076,546657,9,7
AAA,2013J,969076,546667,9,6
AAA,2013J,905042,546645,9,2
AAA,2013J,721259,546732,9,1
AAA,2013J,705379,546657,9,2
AAA,2013J,749412,546614,9,9
AAA,2013J,705379,546879,9,4
AAA,2013J,721259,546657,9,5
AAA,2013J,721259,546645,9,5
AAA,2013J,749412,546657,9,6
AAA,2013J,705379,546732,9,6
AAA,2013J,721259,546614,9,3
AAA,2013J,705379,546614,9,9
AAA,2013J,749412,546645,9,5
AAA,2013J,749412,546652,9,1
AAA,2013J,705379,546657,9,4
AAA,2013J,704156,546614,9,1
AAA,2013J,721259,546654,9,6
AAA,2013J,721259,546654,9,3
AAA,2013J,721259,546650,9,1
AAA,2013J,749412,546667,9,2
AAA,2013J,749412,546668,9,1
AAA,2013J,721259,546657,9,11
AAA,2013J,705379,546667,9,9
AAA,2013J,721259,546645,9,2
AAA,2013J,704156,546732,9,3
AAA,2013J,749412,546879,9,4
AAA,2013J,2449878,546732,9,1
AAA,2013J,2449878,546871,9,1
AAA,2013J,2449878,546614,9,1
AAA,2013J,2449878,546681,9,1
AAA,2013J,2449878,546662,9,2
AAA,2013J,2437837,546732,9,18
AAA,2013J,2437837,546614,9,3
AAA,2013J,2437837,546876,9,1
AAA,2013J,2437837,546883,9,1
AAA,2013J,2516503,546654,9,2
AAA,2013J,2516503,546657,9,1
AAA,2013J,2516503,546657,9,3
AAA,2013J,2516503,546645,9,2
AAA,2013J,2516503,546645,9,1
AAA,2013J,2516503,546654,9,3
AAA,2013J,2516503,546614,9,2
AAA,2013J,2521459,546659,9,1
AAA,2013J,2521459,546614,9,4
AAA,2013J,2521459,546667,9,3
AAA,2013J,2521459,546883,9,1
AAA,2013J,2521459,546876,9,1
AAA,2013J,2521459,546879,9,1
AAA,2013J,2518069,546667,9,4
AAA,2013J,2518069,546657,9,2
AAA,2013J,2518069,546654,9,2
AAA,2013J,2518069,546732,9,6
AAA,2013J,2518069,546879,9,1
AAA,2013J,2518069,546876,9,1
AAA,2013J,2518069,546614,9,6
AAA,2013J,2518069,546883,9,2
AAA,2013J,2518069,546657,9,2
AAA,2013J,2523736,546681,9,1
AAA,2013J,2523736,546669,9,1
AAA,2013J,2523736,547011,9,1
AAA,2013J,2523736,547013,9,1
AAA,2013J,2523736,546871,9,1
AAA,2013J,2523736,546614,9,7
AAA,2013J,2523736,546654,9,1
AAA,2013J,2523736,546879,9,1
AAA,2013J,2523736,546652,9,1
AAA,2013J,2523736,546654,9,3
AAA,2013J,2482700,546614,9,1
AAA,2013J,2481901,546614,9,13
AAA,2013J,2482700,546732,9,3
AAA,2013J,2481901,546654,9,6
AAA,2013J,2481901,546657,9,7
AAA,2013J,2481901,546645,9,3
AAA,2013J,2481901,546657,9,4
AAA,2013J,2481901,546645,9,1
AAA,2013J,2481901,546645,9,8
AAA,2013J,2470694,546657,9,11
AAA,2013J,2470694,546645,9,4
AAA,2013J,2470694,546659,9,3
AAA,2013J,2470694,546719,9,1
AAA,2013J,2470694,546731,9,6
AAA,2013J,2470694,546645,9,2
AAA,2013J,2470694,546654,9,5
AAA,2013J,2470694,546659,9,4
AAA,2013J,2470694,546614,9,14
AAA,2013J,2470694,546876,9,1
AAA,2013J,2470694,546652,9,3
AAA,2013J,2470694,546657,9,9
AAA,2013J,2470694,546654,9,5
AAA,2013J,2470694,546650,9,1
AAA,2013J,2470694,546732,9,9
AAA,2013J,2460080,546645,9,3
AAA,2013J,2460080,546659,9,1
AAA,2013J,2460080,546732,9,5
AAA,2013J,2460080,546614,9,7
AAA,2013J,2460080,546681,9,4
AAA,2013J,2460080,546657,9,3
AAA,2013J,2460080,546657,9,1
AAA,2013J,2460080,546645,9,4
AAA,2013J,2460080,546719,9,2
AAA,2013J,2458355,546614,9,1
AAA,2013J,2412967,546883,9,2
AAA,2013J,2412967,546614,9,11
AAA,2013J,2412967,546879,9,3
AAA,2013J,2412967,546876,9,2
AAA,2013J,2412967,546732,9,14
AAA,2013J,2412967,546667,9,8
AAA,2013J,2412967,546669,9,13
AAA,2013J,2412967,546645,9,5
AAA,2013J,2412967,546731,9,15
AAA,2013J,2412967,546654,9,3
AAA,2013J,2412967,546654,9,5
AAA,2013J,2412967,546657,9,2
AAA,2013J,2412967,546657,9,2
AAA,2013J,2412967,546645,9,4
AAA,2013J,2412002,546657,9,3
AAA,2013J,2411661,546659,9,1
AAA,2013J,2411778,546879,9,1
AAA,2013J,2411778,546659,9,8
AAA,2013J,2412002,546657,9,2
AAA,2013J,2411778,546657,9,11
AAA,2013J,2411661,546732,9,1
AAA,2013J,2412002,546614,9,6
AAA,2013J,2411778,546654,9,2
AAA,2013J,2411778,546652,9,1
AAA,2013J,2412002,546732,9,7
AAA,2013J,2411661,546614,9,2
AAA,2013J,2412002,546654,9,2
AAA,2013J,2411661,546876,9,1
AAA,2013J,2412002,546645,9,2
AAA,2013J,2411661,546883,9,1
AAA,2013J,2411661,546948,9,1
AAA,2013J,2411778,546657,9,2
AAA,2013J,2411778,546645,9,1
AAA,2013J,2411661,546659,9,2
AAA,2013J,2412002,546654,9,2
AAA,2013J,2412002,546645,9,5
AAA,2013J,2411778,546681,9,1
AAA,2013J,2411778,546668,9,1
AAA,2013J,2411661,546871,9,2
AAA,2013J,2411778,546645,9,5
AAA,2013J,2412002,546876,9,1
AAA,2013J,2411778,546732,9,15
AAA,2013J,2412002,546662,9,1
AAA,2013J,2411778,546719,9,1
AAA,2013J,2412002,546883,9,1
AAA,2013J,2411778,546614,9,1
AAA,2013J,2411778,546731,9,3
AAA,2013J,2412002,546719,9,3
AAA,2013J,2576122,546883,9,2
AAA,2013J,2576122,546731,9,2
AAA,2013J,2576122,546645,9,1
AAA,2013J,2576122,546614,9,7
AAA,2013J,2574583,546614,9,1
AAA,2013J,2574583,546732,9,9
AAA,2013J,2574528,546659,9,2
AAA,2013J,2576122,546732,9,5
AAA,2013J,2574528,546883,9,1
AAA,2013J,2574528,546614,9,2
AAA,2013J,2574528,546876,9,1
AAA,2013J,2574528,546659,9,1
AAA,2013J,2576122,546876,9,2
AAA,2013J,2574528,546871,9,1
AAA,2013J,2688067,546714,9,1
AAA,2013J,2688067,546614,9,1
AAA,2013J,2688067,546879,9,1
AAA,2013J,2688067,546667,9,1
AAA,2013J,2688067,546871,9,1
AAA,2013J,2694424,546659,9,8
AAA,2013J,2694424,546659,9,7
AAA,2013J,2694424,546657,9,18
AAA,2013J,2694424,546650,9,5
AAA,2013J,2694424,546879,9,1
AAA,2013J,2694424,546645,9,6
AAA,2013J,2694424,546657,9,19
AAA,2013J,2694424,546652,9,9
AAA,2013J,2694424,546667,9,5
AAA,2013J,2694424,546652,9,9
AAA,2013J,2694424,546645,9,6
AAA,2013J,2694424,546650,9,5
AAA,2013J,2694424,546614,9,11
AAA,2013J,2691206,546614,9,1
AAA,2013J,2691206,546654,9,2
AAA,2013J,2689958,546657,9,4
AAA,2013J,2689958,546654,9,2
AAA,2013J,2689958,546876,9,1
AAA,2013J,2691206,546871,9,1
AAA,2013J,2691206,546948,9,1
AAA,2013J,2689958,546657,9,2
AAA,2013J,2689958,546669,9,1
AAA,2013J,2689958,546667,9,6
AAA,2013J,2689958,546883,9,1
AAA,2013J,2689958,546654,9,4
AAA,2013J,2691206,546654,9,1
AAA,2013J,2689958,546614,9,4
AAA,2013J,2689958,546645,9,1
AAA,2013J,2689958,546645,9,1
AAA,2013J,2689958,546879,9,1
AAA,2013J,2685865,546657,9,1
AAA,2013J,2685865,546654,9,6
AAA,2013J,2685865,546654,9,1
AAA,2013J,2685865,546654,9,1
AAA,2013J,2685865,546657,9,2
AAA,2013J,2685865,546654,9,9
AAA,2013J,2685865,546657,9,2
AAA,2013J,2685865,546732,9,7
AAA,2013J,2685865,546614,9,9
AAA,2013J,2639449,546645,9,2
AAA,2013J,2639540,546876,9,4
AAA,2013J,2639449,546669,9,3
AAA,2013J,2639449,546614,9,8
AAA,2013J,2639540,546645,9,2
AAA,2013J,2639641,546876,9,1
AAA,2013J,2639449,546645,9,3
AAA,2013J,2639449,546879,9,1
AAA,2013J,2639449,546667,9,2
AAA,2013J,2639449,546719,9,1
AAA,2013J,2639449,546657,9,2
AAA,2013J,2639449,546731,9,6
AAA,2013J,2639540,546883,9,3
AAA,2013J,2639449,546654,9,5
